# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 155 10771.414999999999 23209.615492812416
2 166 11535.838 24856.749495528136
3 167 11605.330999999998 25006.488950320472
4 177 12300.260999999999 26503.883498243853
5 175 12161.275 26204.40458865918
6 171 11883.303 25605.446769489827
7 173 12022.288999999999 25904.925679074502
8 176 12230.768 26354.14404345152
9 178 12369.753999999999 26653.622953036196
10 177 12300.260999999999 26503.883498243853
11 185 12856.205 27701.799136582562
12 178 12369.753999999999 26653.622953036196
13 183 12717.219 27402.320226997883
14 177 12300.260999999999 26503.883498243853
15 177 12300.260999999999 26503.883498243853
16 183 12717.219 27402.320226997883
17 179 12439.247 26803.362407828532
18 180 12508.74 26953.10186262087
19 180 12508.74 26953.10186262087
20 183 12717.219 27402.320226997883
21 180 12508.74 26953.10186262087
22 177 12300.260999999999 26503.883498243853
23 186 12925.697999999999 27851.538591374898
24 181 12578.232999999998 27102.841317413207
25 184 12786.712 27552.059681790226
26 180 12508.74 26953.10186262087
27 183 12717.219 27402.320226997883
28 176 12230.768 26354.14404345152
29 183 12717.219 27402.320226997883
30 186 12925.697999999999 27851.538591374898
31 183 12717.219 27402.320226997883
32 183 12717.219 27402.320226997883
33 188 13064.684 28151.017500959577
34 185 12856.205 27701.799136582562
35 190 13203.669999999998 28450.496410544252
36 192 13342.655999999999 28749.975320128928
37 188 13064.684 28151.017500959577
38 183 12717.219 27402.320226997883
39 187 12995.190999999999 28001.278046167237
40 184 12786.712 27552.059681790226
41 180 12508.74 26953.10186262087
42 179 12439.247 26803.362407828532
43 178 12369.753999999999 26653.622953036196
44 184 12786.712 27552.059681790226
45 186 12925.697999999999 27851.538591374898
46 182 12647.725999999999 27252.580772205547
47 183 12717.219 27402.320226997883
48 178 12369.753999999999 26653.622953036196
49 183 12717.219 27402.320226997883
50 182 12647.725999999999 27252.580772205547
51 184 12786.712 27552.059681790226
52 186 12925.697999999999 27851.538591374898
53 181 12578.232999999998 27102.841317413207
54 182 12647.725999999999 27252.580772205547
55 184 12786.712 27552.059681790226
56 179 12439.247 26803.362407828532
57 189 13134.177 28300.756955751913
58 179 12439.247 26803.362407828532
59 185 12856.205 27701.799136582562
60 182 12647.725999999999 27252.580772205547
61 189 13134.177 28300.756955751913
62 186 12925.697999999999 27851.538591374898
63 183 12717.219 27402.320226997883
64 178 12369.753999999999 26653.622953036196
65 183 12717.219 27402.320226997883
66 182 12647.725999999999 27252.580772205547
67 182 12647.725999999999 27252.580772205547
68 177 12300.260999999999 26503.883498243853
69 183 12717.219 27402.320226997883
70 189 13134.177 28300.756955751913
71 189 13134.177 28300.756955751913
72 190 13203.669999999998 28450.496410544252
73 191 13273.162999999999 28600.235865336588
74 183 12717.219 27402.320226997883
75 183 12717.219 27402.320226997883
76 187 12995.190999999999 28001.278046167237
77 184 12786.712 27552.059681790226
78 187 12995.190999999999 28001.278046167237
79 182 12647.725999999999 27252.580772205547
80 189 13134.177 28300.756955751913
81 192 13342.655999999999 28749.975320128928
82 191 13273.162999999999 28600.235865336588
83 187 12995.190999999999 28001.278046167237
84 188 13064.684 28151.017500959577
85 186 12925.697999999999 27851.538591374898
86 187 12995.190999999999 28001.278046167237
87 187 12995.190999999999 28001.278046167237
88 188 13064.684 28151.017500959577
89 185 12856.205 27701.799136582562
90 186 12925.697999999999 27851.538591374898
91 185 12856.205 27701.799136582562
92 194 13481.642 29049.454229713607
93 187 12995.190999999999 28001.278046167237
94 184 12786.712 27552.059681790226
95 181 12578.232999999998 27102.841317413207
96 195 13551.134999999998 29199.19368450594
97 183 12717.219 27402.320226997883
98 192 13342.655999999999 28749.975320128928
99 187 12995.190999999999 28001.278046167237
100 188 13064.684 28151.017500959577
101 182 12647.725999999999 27252.580772205547
102 190 13203.669999999998 28450.496410544252
103 186 12925.697999999999 27851.538591374898
104 187 12995.190999999999 28001.278046167237
105 181 12578.232999999998 27102.841317413207
106 183 12717.219 27402.320226997883
107 187 12995.190999999999 28001.278046167237
108 186 12925.697999999999 27851.538591374898
109 182 12647.725999999999 27252.580772205547
110 189 13134.177 28300.756955751913
111 190 13203.669999999998 28450.496410544252
112 191 13273.162999999999 28600.235865336588
113 190 13203.669999999998 28450.496410544252
114 183 12717.219 27402.320226997883
115 184 12786.712 27552.059681790226
116 185 12856.205 27701.799136582562
117 183 12717.219 27402.320226997883
118 182 12647.725999999999 27252.580772205547
119 187 12995.190999999999 28001.278046167237
120 183 12717.219 27402.320226997883
121 191 13273.162999999999 28600.235865336588
122 186 12925.697999999999 27851.538591374898
123 186 12925.697999999999 27851.538591374898
124 188 13064.684 28151.017500959577
125 188 13064.684 28151.017500959577
126 191 13273.162999999999 28600.235865336588
127 188 13064.684 28151.017500959577
128 185 12856.205 27701.799136582562
129 184 12786.712 27552.059681790226
130 177 12300.260999999999 26503.883498243853
131 180 12508.74 26953.10186262087
132 187 12995.190999999999 28001.278046167237
133 183 12717.219 27402.320226997883
134 186 12925.697999999999 27851.538591374898
135 189 13134.177 28300.756955751913
136 188 13064.684 28151.017500959577
137 188 13064.684 28151.017500959577
138 187 12995.190999999999 28001.278046167237
139 185 12856.205 27701.799136582562
140 189 13134.177 28300.756955751913
141 187 12995.190999999999 28001.278046167237
142 187 12995.190999999999 28001.278046167237
143 187 12995.190999999999 28001.278046167237
144 185 12856.205 27701.799136582562
145 187 12995.190999999999 28001.278046167237
146 180 12508.74 26953.10186262087
147 190 13203.669999999998 28450.496410544252
148 189 13134.177 28300.756955751913
149 182 12647.725999999999 27252.580772205547
150 186 12925.697999999999 27851.538591374898
151 186 12925.697999999999 27851.538591374898
152 185 12856.205 27701.799136582562
153 185 12856.205 27701.799136582562
154 184 12786.712 27552.059681790226
155 187 12995.190999999999 28001.278046167237
156 195 13551.134999999998 29199.19368450594
157 188 13064.684 28151.017500959577
158 186 12925.697999999999 27851.538591374898
159 190 13203.669999999998 28450.496410544252
160 191 13273.162999999999 28600.235865336588
161 184 12786.712 27552.059681790226
162 183 12717.219 27402.320226997883
163 190 13203.669999999998 28450.496410544252
164 188 13064.684 28151.017500959577
165 188 13064.684 28151.017500959577
166 184 12786.712 27552.059681790226
167 181 12578.232999999998 27102.841317413207
168 180 12508.74 26953.10186262087
169 189 13134.177 28300.756955751913
170 187 12995.190999999999 28001.278046167237
171 187 12995.190999999999 28001.278046167237
172 188 13064.684 28151.017500959577
173 186 12925.697999999999 27851.538591374898
174 191 13273.162999999999 28600.235865336588
175 190 13203.669999999998 28450.496410544252
176 186 12925.697999999999 27851.538591374898
177 187 12995.190999999999 28001.278046167237
178 186 12925.697999999999 27851.538591374898
179 189 13134.177 28300.756955751913
180 187 12995.190999999999 28001.278046167237
181 192 13342.655999999999 28749.975320128928
182 190 13203.669999999998 28450.496410544252
183 187 12995.190999999999 28001.278046167237
184 187 12995.190999999999 28001.278046167237
185 185 12856.205 27701.799136582562
186 191 13273.162999999999 28600.235865336588
187 186 12925.697999999999 27851.538591374898
188 186 12925.697999999999 27851.538591374898
189 190 13203.669999999998 28450.496410544252
190 186 12925.697999999999 27851.538591374898
191 187 12995.190999999999 28001.278046167237
192 184 12786.712 27552.059681790226
193 184 12786.712 27552.059681790226
194 181 12578.232999999998 27102.841317413207
195 182 12647.725999999999 27252.580772205547
196 180 12508.74 26953.10186262087
197 188 13064.684 28151.017500959577
198 183 12717.219 27402.320226997883
199 186 12925.697999999999 27851.538591374898
200 188 13064.684 28151.017500959577
