0 304.1548 
500 332.4105 
1000 325.1008 
1500 319.5212 
2000 324.8390 
2500 310.0843 
3000 312.3522 
3500 320.0769 
4000 309.9068 
4500 306.3479 
5000 313.7577 
5500 303.3023 
6000 305.0019 
6500 309.6169 
7000 318.0280 
7500 319.8512 
8000 306.7800 
8500 310.9546 
9000 306.6312 
9500 307.5572 
10000 308.5344 
10500 313.0137 
11000 314.6844 
11500 322.8272 
12000 316.7724 
12500 314.6566 
13000 294.4978 
13500 300.4590 
14000 306.9268 
14500 291.2836 
15000 324.6528 
15500 317.8070 
16000 319.2247 
16500 293.5815 
17000 303.0601 
17500 308.3297 
18000 302.2808 
18500 301.4380 
19000 296.9492 
19500 305.8247 
20000 302.6615 
20500 309.7267 
21000 306.5859 
21500 310.3459 
22000 315.3260 
22500 311.2140 
23000 304.8562 
23500 313.3602 
24000 303.5121 
24500 300.7051 
25000 310.1663 
25500 313.2755 
26000 305.9781 
26500 297.2894 
27000 304.4764 
27500 306.0200 
28000 303.8780 
28500 306.1445 
29000 300.3411 
29500 302.0924 
30000 297.0026 
30500 307.5458 
31000 305.9625 
31500 303.3987 
32000 313.8864 
32500 303.0278 
33000 305.7855 
33500 315.3196 
34000 306.4509 
34500 307.3638 
35000 299.7568 
35500 291.0555 
36000 292.2304 
36500 294.8373 
37000 285.6156 
37500 299.8771 
38000 300.7464 
38500 309.3753 
39000 300.9545 
39500 311.5143 
40000 295.8109 
40500 301.9862 
41000 303.1253 
41500 312.1126 
42000 309.2083 
42500 303.5804 
43000 292.2386 
43500 297.8064 
44000 305.9068 
44500 290.1315 
45000 303.4008 
45500 304.7725 
46000 294.6651 
46500 314.9517 
47000 298.6052 
47500 319.2185 
48000 322.7162 
48500 302.4935 
49000 323.0709 
49500 308.2838 
50000 308.2683 
50500 310.2267 
51000 323.5243 
51500 305.4236 
52000 307.4359 
52500 296.0127 
53000 310.0490 
53500 318.7402 
54000 314.2417 
54500 320.9453 
55000 310.6268 
55500 310.5452 
56000 312.6913 
56500 305.3520 
57000 313.0441 
57500 307.8354 
58000 319.5060 
58500 302.6841 
59000 309.7240 
59500 301.0419 
60000 307.5651 
60500 314.4511 
61000 316.1530 
61500 309.0405 
62000 319.4574 
62500 301.9582 
63000 304.0013 
63500 300.0582 
64000 293.6444 
64500 292.6280 
65000 307.7284 
65500 299.3023 
66000 303.6440 
66500 313.5090 
67000 294.6426 
67500 318.5021 
68000 309.5400 
68500 306.9363 
69000 303.2226 
69500 317.4682 
70000 299.4790 
70500 313.2738 
71000 309.8176 
71500 302.1305 
72000 300.7310 
72500 298.8375 
73000 296.0085 
73500 290.3610 
74000 301.0872 
74500 304.3507 
75000 316.2121 
75500 316.7638 
76000 317.4482 
76500 318.0837 
77000 320.9573 
77500 324.2595 
78000 313.3309 
78500 328.9262 
79000 310.6722 
79500 318.7526 
80000 305.1800 
80500 309.5022 
81000 310.0135 
81500 304.9235 
82000 307.0327 
82500 315.0028 
83000 312.2871 
83500 295.1612 
84000 297.0529 
84500 307.3611 
85000 315.7189 
85500 303.6686 
86000 297.1000 
86500 306.1931 
87000 307.6119 
87500 307.7657 
88000 303.9233 
88500 301.5086 
89000 309.9402 
89500 319.4989 
90000 315.6887 
90500 303.3843 
91000 318.3380 
91500 314.3050 
92000 304.5601 
92500 302.0889 
93000 302.1931 
93500 301.6909 
94000 306.2388 
94500 309.9536 
95000 311.4944 
95500 306.9031 
96000 306.3338 
96500 300.5397 
97000 298.8430 
97500 318.2918 
98000 294.6688 
98500 295.5561 
99000 291.6016 
99500 301.3389 
100000 298.5689 
