0 0.0000 591.1713 23823.1240 
5000 283.9588 83.2505 23484.7753 
10000 290.8031 159.9533 23538.0994 
15000 311.3787 296.9963 23487.1358 
20000 291.6227 125.9403 23172.0237 
25000 301.9911 498.7742 22646.4184 
30000 283.2143 -602.0237 23051.1606 
35000 293.1624 -16.5677 22922.0445 
40000 291.6473 -91.6583 22837.8115 
45000 300.7086 -191.8456 23176.6845 
50000 305.2334 -244.5199 23556.2414 
55000 298.5132 -806.3137 23881.0026 
60000 294.8731 -479.8131 23188.2163 
65000 307.3699 117.7112 23247.5994 
70000 309.8629 -38.9321 23223.9845 
75000 310.5806 -175.8904 22887.6287 
80000 295.8549 -163.4210 23187.5393 
85000 290.3026 -325.4808 23157.3027 
90000 298.8924 -373.8086 23122.5271 
95000 297.5053 -325.7837 23198.8861 
100000 292.2272 -4.8236 23019.7906 
105000 309.7027 -224.6167 22997.3684 
110000 294.1791 131.4487 23177.8494 
115000 279.3483 -283.2642 23118.7561 
120000 297.8264 -539.1230 23002.3902 
125000 293.3917 -908.0468 23351.1535 
130000 304.1548 -410.8376 23359.9519 
135000 305.5890 243.1801 22951.4019 
140000 311.9061 55.3324 23297.7209 
145000 294.8827 -209.2237 22983.3156 
150000 295.3301 -213.5171 23096.3297 
155000 293.1857 -918.5504 23245.2407 
160000 293.2800 -646.0037 23019.2055 
165000 308.6386 196.5934 22983.7208 
170000 299.6981 -278.9257 22925.5221 
175000 297.2900 -508.0758 23269.1011 
180000 312.8504 -366.2624 23190.3891 
185000 288.5574 -623.3861 23146.7379 
190000 285.1317 -608.2041 22937.4588 
195000 286.9740 -348.6385 22958.9851 
200000 290.6241 -414.4914 23202.3234 
205000 295.3413 -574.5088 23181.4582 
210000 297.7381 306.9326 23178.8028 
215000 298.9007 -816.8937 23368.9112 
220000 299.0110 -155.0619 22881.5844 
225000 298.9515 277.2349 23188.1574 
230000 303.2181 -219.1395 23221.0357 
235000 302.7070 -502.3702 23206.9683 
240000 302.1072 -552.1341 23096.1024 
245000 293.3495 74.5065 23248.3620 
250000 298.6021 -229.7209 23235.7825 
255000 289.4005 -189.2182 23496.7685 
260000 313.7834 96.3147 23233.5432 
265000 291.7135 245.1752 23062.6059 
270000 294.4964 -33.9656 23254.3549 
275000 289.3218 -873.5178 23428.2700 
280000 298.7655 178.6305 23165.0492 
285000 300.6721 -815.9391 23314.9019 
290000 289.4026 1175.6435 23150.0914 
295000 292.6939 -205.8192 23006.7845 
300000 301.3335 -290.1705 23223.7311 
305000 300.9483 -654.2946 23417.5249 
310000 293.4191 -559.0961 23499.2057 
315000 282.3105 -301.3975 22962.6407 
320000 289.0970 -35.3409 23185.8482 
325000 298.1565 -469.9324 23483.6888 
330000 290.7085 -33.6384 23151.5340 
335000 288.0175 -602.4654 23369.7268 
340000 303.0439 -352.4562 23425.5034 
345000 312.7717 -172.2049 23201.4141 
350000 300.3575 -236.3441 23309.2866 
355000 305.1507 19.9536 23241.7462 
360000 305.6928 141.6267 22869.3566 
365000 292.9628 -481.0419 22959.6003 
370000 294.3811 -703.8491 23120.6773 
375000 294.1682 -75.9544 23248.9193 
380000 302.0386 -36.3627 23157.4357 
385000 293.4934 -832.6690 23408.6859 
390000 284.0830 429.8656 22946.0391 
395000 295.5076 622.3256 22639.7227 
400000 303.0483 -148.9558 23233.4080 
405000 287.8569 -294.4921 22989.8558 
410000 298.0786 -540.3979 23344.0989 
415000 298.7841 -522.6583 23132.2831 
420000 300.1120 -56.3218 23294.0491 
425000 311.8578 -203.0476 23270.7967 
430000 303.9858 359.4844 23173.3461 
435000 303.9753 139.9147 23268.5417 
440000 299.4781 -248.6824 22858.9315 
445000 309.6579 -619.0295 23362.3414 
450000 294.2207 -901.8410 22889.5251 
455000 302.8354 -532.2029 22633.3465 
460000 292.4745 861.1723 22782.9244 
465000 290.9300 -308.3936 23468.3418 
470000 306.3586 294.7564 22969.0514 
475000 293.5210 159.1082 22916.6615 
480000 294.3976 298.2278 22870.4076 
485000 300.5205 -646.0837 22976.2300 
490000 292.0089 64.1712 23035.9739 
495000 300.2596 -584.8254 23218.0596 
500000 304.3620 -1593.3418 23205.1730 
