0 -6166.1397 
5000 -4943.9306 
10000 -4897.7617 
15000 -4902.1968 
20000 -4950.7307 
25000 -5003.1465 
30000 -5016.8448 
35000 -4966.9769 
40000 -5032.5163 
45000 -4965.8738 
50000 -4938.8875 
55000 -4920.3916 
60000 -4978.6416 
65000 -4951.3928 
70000 -4953.2371 
75000 -5038.1955 
80000 -4969.2215 
85000 -4953.5583 
90000 -4962.7066 
95000 -4942.1876 
100000 -5000.4920 
105000 -4961.1049 
110000 -4934.7102 
115000 -4949.1781 
120000 -5025.8072 
125000 -4980.1878 
130000 -4987.4074 
135000 -4989.5745 
140000 -4962.1648 
145000 -4968.5065 
150000 -4988.3830 
155000 -4968.5226 
160000 -4958.0708 
165000 -4998.2876 
170000 -5004.1793 
175000 -5011.5969 
180000 -4948.1831 
185000 -4982.3801 
190000 -4973.6757 
195000 -4936.4375 
200000 -4962.7613 
205000 -4964.2681 
210000 -4953.8397 
215000 -4965.9721 
220000 -4964.2912 
225000 -4953.6494 
230000 -4944.7405 
235000 -4947.5351 
240000 -4955.1852 
245000 -4970.1537 
250000 -4965.0143 
255000 -4939.5830 
260000 -4913.7098 
265000 -4956.6075 
270000 -4927.8521 
275000 -4935.7756 
280000 -4947.0254 
285000 -4976.2359 
290000 -5007.4905 
295000 -5001.9894 
300000 -4936.9934 
305000 -4906.3635 
310000 -5017.5937 
315000 -4962.3381 
320000 -4921.3079 
325000 -4964.5985 
330000 -4959.6555 
335000 -5004.1836 
340000 -4982.1817 
345000 -4985.9245 
350000 -4923.8782 
355000 -4908.2901 
360000 -4934.9857 
365000 -4910.9579 
370000 -4959.8046 
375000 -4971.8597 
380000 -5010.0101 
385000 -4923.8877 
390000 -4983.2806 
395000 -4973.6431 
400000 -4952.5179 
405000 -4994.7998 
410000 -5003.4732 
415000 -4978.6649 
420000 -4930.1401 
425000 -4983.6693 
430000 -4950.7595 
435000 -4911.8269 
440000 -5053.5101 
445000 -4953.0694 
450000 -4939.9365 
455000 -5003.8743 
460000 -4966.0675 
465000 -4953.0851 
470000 -5008.4072 
475000 -4998.2831 
480000 -4982.1455 
485000 -4986.3051 
490000 -4920.6081 
495000 -4944.0874 
500000 -4973.6510 
