# step Etot Epot T p 
4067 -6511.9385 -6511.9385 0.0 -1576.0856 
4068 -6511.9389 -6511.9389 0.0 -1576.0429 
4069 -6511.9389 -6511.9389 0.0 -1576.0295 
4070 -6511.9388 -6511.9388 0.0 -1576.0162 
4071 -6511.9389 -6511.9389 0.0 -1576.0295 
4072 -6510.3549 -6510.3549 0.0 -1636.4489 
4073 -6512.0494 -6512.0494 0.0 -1581.9289 
4074 -6512.0316 -6512.0316 0.0 -1585.1033 
4075 -6512.0495 -6512.0495 0.0 -1582.2315 
4076 -6512.0496 -6512.0496 0.0 -1582.1268 
4077 -6512.0496 -6512.0496 0.0 -1582.0978 
4078 -6512.0496 -6512.0496 0.0 -1582.0789 
4079 -6512.0496 -6512.0496 0.0 -1582.0978 
4080 -6511.3368 -6511.3368 0.0 -1592.4676 
4081 -6512.2028 -6512.2028 0.0 -1577.5842 
4082 -6512.1955 -6512.1955 0.0 -1577.4812 
4083 -6512.2024 -6512.2024 0.0 -1577.5486 
4084 -6512.2027 -6512.2027 0.0 -1577.5788 
4085 -6512.2028 -6512.2028 0.0 -1577.5842 
4086 -6510.9687 -6510.9687 0.0 -1640.02 
4087 -6512.322 -6512.322 0.0 -1585.4907 
4088 -6512.3088 -6512.3088 0.0 -1589.0096 
4089 -6512.3218 -6512.3218 0.0 -1585.8214 
4090 -6512.3219 -6512.3219 0.0 -1585.5232 
4091 -6512.322 -6512.322 0.0 -1585.4907 
4092 -6511.7239 -6511.7239 0.0 -1626.5011 
4093 -6512.4775 -6512.4775 0.0 -1591.0892 
4094 -6512.4702 -6512.4702 0.0 -1593.2014 
4095 -6512.4773 -6512.4773 0.0 -1591.2828 
4096 -6512.4775 -6512.4775 0.0 -1591.1088 
4097 -6512.477 -6512.477 0.0 -1591.117 
4098 -6512.4775 -6512.4775 0.0 -1591.1088 
4099 -6511.4694 -6511.4694 0.0 -1606.2325 
4100 -6512.5962 -6512.5962 0.0 -1588.6119 
4101 -6512.5852 -6512.5852 0.0 -1588.642 
4102 -6512.5964 -6512.5964 0.0 -1588.6039 
4103 -6512.5967 -6512.5967 0.0 -1588.6125 
4104 -6512.5968 -6512.5968 0.0 -1588.6147 
4105 -6512.5965 -6512.5965 0.0 -1588.6097 
4106 -6512.5968 -6512.5968 0.0 -1588.6147 
4107 -6512.0092 -6512.0092 0.0 -1627.1873 
4108 -6512.7363 -6512.7363 0.0 -1593.626 
4109 -6512.7296 -6512.7296 0.0 -1595.6018 
4110 -6512.7363 -6512.7363 0.0 -1593.8096 
4111 -6512.736 -6512.736 0.0 -1593.6749 
4112 -6512.7363 -6512.7363 0.0 -1593.626 
4113 -6511.8864 -6511.8864 0.0 -1626.4491 
4114 -6512.8561 -6512.8561 0.0 -1596.1327 
4115 -6512.8475 -6512.8475 0.0 -1597.6222 
4116 -6512.856 -6512.856 0.0 -1596.2639 
4117 -6512.8561 -6512.8561 0.0 -1596.1558 
4118 -6512.8561 -6512.8561 0.0 -1596.1666 
4119 -6512.391 -6512.391 0.0 -1598.6667 
4120 -6512.9966 -6512.9966 0.0 -1590.6164 
4121 -6512.9895 -6512.9895 0.0 -1590.1989 
4122 -6512.9967 -6512.9967 0.0 -1590.5684 
4123 -6512.9967 -6512.9967 0.0 -1590.5773 
4124 -6512.9967 -6512.9967 0.0 -1590.582 
4125 -6512.9966 -6512.9966 0.0 -1590.5833 
4126 -6512.9967 -6512.9967 0.0 -1590.582 
4127 -6512.398 -6512.398 0.0 -1637.7362 
4128 -6513.1155 -6513.1155 0.0 -1598.3379 
4129 -6513.1078 -6513.1078 0.0 -1600.9587 
4130 -6513.1151 -6513.1151 0.0 -1598.5811 
4131 -6513.1155 -6513.1155 0.0 -1598.3629 
4132 -6513.1155 -6513.1155 0.0 -1598.3854 
4133 -6513.1154 -6513.1154 0.0 -1598.4034 
4134 -6513.1155 -6513.1155 0.0 -1598.3854 
4135 -6512.7837 -6512.7837 0.0 -1618.1062 
4136 -6513.2524 -6513.2524 0.0 -1599.1977 
4137 -6513.2493 -6513.2493 0.0 -1600.1097 
4138 -6513.2526 -6513.2526 0.0 -1599.2795 
4139 -6513.2526 -6513.2526 0.0 -1599.2667 
4140 -6513.2526 -6513.2526 0.0 -1599.2795 
4141 -6512.8324 -6512.8324 0.0 -1621.8513 
4142 -6513.3792 -6513.3792 0.0 -1600.9997 
4143 -6513.3743 -6513.3743 0.0 -1602.0321 
4144 -6513.3795 -6513.3795 0.0 -1601.0985 
4145 -6513.3795 -6513.3795 0.0 -1601.0883 
4146 -6513.3795 -6513.3795 0.0 -1601.0802 
4147 -6513.3795 -6513.3795 0.0 -1601.0705 
4148 -6513.3795 -6513.3795 0.0 -1601.0802 
4149 -6513.0872 -6513.0872 0.0 -1636.8006 
4150 -6513.5139 -6513.5139 0.0 -1608.4136 
4151 -6513.51 -6513.51 0.0 -1610.3727 
4152 -6513.5142 -6513.5142 0.0 -1608.6072 
4153 -6513.514 -6513.514 0.0 -1608.5817 
4154 -6513.5142 -6513.5142 0.0 -1608.6072 
4155 -6513.1737 -6513.1737 0.0 -1632.5628 
4156 -6513.637 -6513.637 0.0 -1611.6197 
4157 -6513.6321 -6513.6321 0.0 -1612.8059 
4158 -6513.6371 -6513.6371 0.0 -1611.7329 
4159 -6513.6371 -6513.6371 0.0 -1611.7164 
4160 -6513.6369 -6513.6369 0.0 -1611.7022 
4161 -6513.6371 -6513.6371 0.0 -1611.7164 
4162 -6513.3301 -6513.3301 0.0 -1617.0128 
4163 -6513.7598 -6513.7598 0.0 -1608.5415 
4164 -6513.7557 -6513.7557 0.0 -1608.5479 
4165 -6513.7597 -6513.7597 0.0 -1608.5322 
4166 -6513.7598 -6513.7598 0.0 -1608.5406 
4167 -6513.7598 -6513.7598 0.0 -1608.5398 
4168 -6513.4368 -6513.4368 0.0 -1653.1764 
4169 -6513.8816 -6513.8816 0.0 -1619.0156 
4170 -6513.8781 -6513.8781 0.0 -1621.6106 
4171 -6513.8818 -6513.8818 0.0 -1619.2694 
4172 -6513.8818 -6513.8818 0.0 -1619.2429 
4173 -6513.8817 -6513.8817 0.0 -1619.218 
4174 -6513.8818 -6513.8818 0.0 -1619.2429 
4175 -6513.5655 -6513.5655 0.0 -1630.6359 
4176 -6514.0007 -6514.0007 0.0 -1618.3393 
4177 -6513.9953 -6513.9953 0.0 -1618.7103 
4178 -6514.0007 -6514.0007 0.0 -1618.3718 
4179 -6514.0008 -6514.0008 0.0 -1618.3601 
4180 -6514.0008 -6514.0008 0.0 -1618.3573 
4181 -6514.0008 -6514.0008 0.0 -1618.3601 
4182 -6513.6406 -6513.6406 0.0 -1645.0729 
4183 -6514.1134 -6514.1134 0.0 -1622.4568 
4184 -6514.11 -6514.11 0.0 -1623.8756 
4185 -6514.1132 -6514.1132 0.0 -1622.5841 
4186 -6514.1135 -6514.1135 0.0 -1622.4722 
4187 -6514.1133 -6514.1133 0.0 -1622.4814 
4188 -6514.1135 -6514.1135 0.0 -1622.4722 
4189 -6513.7984 -6513.7984 0.0 -1667.4197 
4190 -6514.2359 -6514.2359 0.0 -1633.0964 
4191 -6514.2338 -6514.2338 0.0 -1635.7361 
4192 -6514.2363 -6514.2363 0.0 -1633.3553 
4193 -6514.2362 -6514.2362 0.0 -1633.3301 
4194 -6514.2363 -6514.2363 0.0 -1633.3553 
4195 -6513.7891 -6513.7891 0.0 -1651.9869 
4196 -6514.3417 -6514.3417 0.0 -1634.4297 
4197 -6514.3369 -6514.3369 0.0 -1635.2453 
4198 -6514.3419 -6514.3419 0.0 -1634.5058 
4199 -6514.342 -6514.342 0.0 -1634.4996 
4200 -6514.3418 -6514.3418 0.0 -1634.4895 
4201 -6513.9884 -6513.9884 0.0 -1646.4794 
4202 -6514.4686 -6514.4686 0.0 -1633.507 
4203 -6514.4644 -6514.4644 0.0 -1633.9087 
4204 -6514.4683 -6514.4683 0.0 -1633.5315 
4205 -6514.4687 -6514.4687 0.0 -1633.5101 
4206 -6514.4687 -6514.4687 0.0 -1633.5129 
4207 -6514.4687 -6514.4687 0.0 -1633.5101 
4208 -6513.6562 -6513.6562 0.0 -1695.5301 
4209 -6514.5616 -6514.5616 0.0 -1644.0244 
4210 -6514.5532 -6514.5532 0.0 -1647.9081 
4211 -6514.5616 -6514.5616 0.0 -1644.4006 
4212 -6514.0004 -6514.0004 0.0 -1655.2877 
4213 -6514.6819 -6514.6819 0.0 -1641.8125 
4214 -6514.6774 -6514.6774 0.0 -1641.9447 
4215 -6514.6825 -6514.6825 0.0 -1641.8219 
4216 -6514.6824 -6514.6824 0.0 -1641.8195 
4217 -6514.6825 -6514.6825 0.0 -1641.8219 
4218 -6513.175 -6513.175 0.0 -1674.2359 
4219 -6514.7628 -6514.7628 0.0 -1642.5932 
4220 -6514.7488 -6514.7488 0.0 -1643.7147 
4221 -6514.7626 -6514.7626 0.0 -1642.6807 
4222 -6514.7628 -6514.7628 0.0 -1642.613 
4223 -6514.7628 -6514.7628 0.0 -1642.5932 
4224 -6514.087 -6514.087 0.0 -1696.8764 
4225 -6514.8901 -6514.8901 0.0 -1651.1699 
4226 -6514.8817 -6514.8817 0.0 -1654.1706 
4227 -6514.8899 -6514.8899 0.0 -1651.4524 
4228 -6514.8903 -6514.8903 0.0 -1651.2151 
4229 -6514.8902 -6514.8902 0.0 -1651.2373 
4230 -6514.8903 -6514.8903 0.0 -1651.2151 
4231 -6513.6126 -6513.6126 0.0 -1658.362 
4232 -6514.9725 -6514.9725 0.0 -1647.2311 
4233 -6514.9606 -6514.9606 0.0 -1646.4215 
4234 -6514.9726 -6514.9726 0.0 -1647.133 
4235 -6514.9727 -6514.9727 0.0 -1647.1647 
4236 -6514.9728 -6514.9728 0.0 -1647.1789 
4237 -6514.9728 -6514.9728 0.0 -1647.1835 
4238 -6514.9728 -6514.9728 0.0 -1647.1789 
4239 -6514.3275 -6514.3275 0.0 -1692.7773 
4240 -6515.0876 -6515.0876 0.0 -1653.3084 
4241 -6515.0797 -6515.0797 0.0 -1655.7027 
4242 -6515.0881 -6515.0881 0.0 -1653.544 
4243 -6515.0881 -6515.0881 0.0 -1653.5224 
4244 -6515.0881 -6515.0881 0.0 -1653.502 
4245 -6515.0881 -6515.0881 0.0 -1653.4836 
4246 -6515.0882 -6515.0882 0.0 -1653.467 
4247 -6515.088 -6515.088 0.0 -1653.4498 
4248 -6515.0882 -6515.0882 0.0 -1653.467 
4249 -6514.2598 -6514.2598 0.0 -1715.0321 
4250 -6515.1832 -6515.1832 0.0 -1662.5869 
4251 -6515.1755 -6515.1755 0.0 -1666.2138 
4252 -6515.1842 -6515.1842 0.0 -1662.9529 
4253 -6515.1839 -6515.1839 0.0 -1662.9111 
4254 -6515.1842 -6515.1842 0.0 -1662.9529 
4255 -6514.2201 -6514.2201 0.0 -1667.1035 
4256 -6515.2761 -6515.2761 0.0 -1658.3144 
4257 -6515.266 -6515.266 0.0 -1657.5058 
4258 -6515.2765 -6515.2765 0.0 -1658.2255 
4259 -6515.2766 -6515.2766 0.0 -1658.2405 
4260 -6515.2766 -6515.2766 0.0 -1658.2477 
4261 -6515.2766 -6515.2766 0.0 -1658.2405 
4262 -6514.6493 -6514.6493 0.0 -1670.2299 
4263 -6515.3921 -6515.3921 0.0 -1655.6114 
4264 -6515.3848 -6515.3848 0.0 -1655.6929 
4265 -6515.392 -6515.392 0.0 -1655.6033 
4266 -6515.3922 -6515.3922 0.0 -1655.6106 
4267 -6515.3922 -6515.3922 0.0 -1655.6114 
4268 -6515.3922 -6515.3922 0.0 -1655.6109 
4269 -6515.3922 -6515.3922 0.0 -1655.6114 
4270 -6514.1381 -6514.1381 0.0 -1732.5394 
4271 -6515.473 -6515.473 0.0 -1666.1204 
4272 -6515.4597 -6515.4597 0.0 -1671.023 
4273 -6515.473 -6515.473 0.0 -1666.5949 
4274 -6515.4732 -6515.4732 0.0 -1666.2546 
4275 -6514.7806 -6514.7806 0.0 -1675.2614 
4276 -6515.5897 -6515.5897 0.0 -1662.9634 
4277 -6515.5818 -6515.5818 0.0 -1662.819 
4278 -6515.5899 -6515.5899 0.0 -1662.9409 
4279 -6515.59 -6515.59 0.0 -1662.9476 
4280 -6515.5901 -6515.5901 0.0 -1662.951 
4281 -6515.59 -6515.59 0.0 -1662.9506 
4282 -6515.5901 -6515.5901 0.0 -1662.951 
4283 -6514.0754 -6514.0754 0.0 -1693.8536 
4284 -6515.6667 -6515.6667 0.0 -1663.8633 
4285 -6515.651 -6515.651 0.0 -1664.9641 
4286 -6515.6665 -6515.6665 0.0 -1663.954 
4287 -6515.6667 -6515.6667 0.0 -1663.8752 
4288 -6515.6667 -6515.6667 0.0 -1663.883 
4289 -6515.6667 -6515.6667 0.0 -1663.8773 
4290 -6515.6667 -6515.6667 0.0 -1663.8752 
4291 -6514.6123 -6514.6123 0.0 -1727.3902 
4292 -6515.7711 -6515.7711 0.0 -1672.5975 
4293 -6515.7622 -6515.7622 0.0 -1676.343 
4294 -6515.7712 -6515.7712 0.0 -1672.9538 
4295 -6515.7713 -6515.7713 0.0 -1672.8565 
4296 -6515.7713 -6515.7713 0.0 -1672.8245 
4297 -6515.7713 -6515.7713 0.0 -1672.8011 
4298 -6515.7713 -6515.7713 0.0 -1672.8245 
4299 -6513.7983 -6513.7983 0.0 -1661.681 
4300 -6515.8519 -6515.8519 0.0 -1665.4053 
4301 -6515.8311 -6515.8311 0.0 -1662.4457 
4302 -6515.8521 -6515.8521 0.0 -1665.0941 
4303 -6515.8523 -6515.8523 0.0 -1665.1878 
4304 -6515.8519 -6515.8519 0.0 -1665.2141 
4305 -6515.8523 -6515.8523 0.0 -1665.1878 
4306 -6513.9042 -6513.9042 0.0 -1731.9398 
4307 -6515.9372 -6515.9372 0.0 -1669.8835 
4308 -6515.9175 -6515.9175 0.0 -1673.1691 
4309 -6515.937 -6515.937 0.0 -1670.1816 
4310 -6515.9372 -6515.9372 0.0 -1669.9235 
4311 -6515.9372 -6515.9372 0.0 -1669.8835 
4312 -6514.1018 -6514.1018 0.0 -1746.1141 
4313 -6516.0388 -6516.0388 0.0 -1675.7894 
4314 -6516.0207 -6516.0207 0.0 -1679.5798 
4315 -6516.0389 -6516.0389 0.0 -1676.1394 
4316 -6516.0388 -6516.0388 0.0 -1676.0047 
4317 -6516.0389 -6516.0389 0.0 -1676.1394 
4318 -6511.9554 -6511.9554 0.0 -1652.5395 
4319 -6516.1043 -6516.1043 0.0 -1666.9247 
4320 -6516.0631 -6516.0631 0.0 -1660.8006 
4321 -6516.1044 -6516.1044 0.0 -1666.2759 
4322 -6516.1046 -6516.1046 0.0 -1666.5647 
4323 -6516.1043 -6516.1043 0.0 -1666.627 
4324 -6516.1046 -6516.1046 0.0 -1666.5647 
4325 -6513.7007 -6513.7007 0.0 -1716.2352 
4326 -6516.2154 -6516.2154 0.0 -1663.6884 
4327 -6516.1937 -6516.1937 0.0 -1664.0615 
4328 -6516.2157 -6516.2157 0.0 -1663.6794 
4329 -6516.2157 -6516.2157 0.0 -1663.6814 
4330 -6516.2157 -6516.2157 0.0 -1663.6794 
4331 -6510.9173 -6510.9173 0.0 -1869.2926 
4332 -6516.2762 -6516.2762 0.0 -1676.8036 
4333 -6516.2765 -6516.2765 0.0 -1675.4283 
4334 -6516.2766 -6516.2766 0.0 -1675.8878 
4335 -6516.2764 -6516.2764 0.0 -1676.0349 
4336 -6516.2766 -6516.2766 0.0 -1675.8878 
4337 -6514.0287 -6514.0287 0.0 -1720.4758 
4338 -6516.4006 -6516.4006 0.0 -1671.6767 
4339 -6516.3757 -6516.3757 0.0 -1671.5404 
4340 -6516.3993 -6516.3993 0.0 -1671.594 
4341 -6516.4005 -6516.4005 0.0 -1671.6667 
4342 -6516.4006 -6516.4006 0.0 -1671.6767 
4343 -6511.114 -6511.114 0.0 -1715.1838 
4344 -6516.4627 -6516.4627 0.0 -1667.9634 
4345 -6516.4623 -6516.4623 0.0 -1668.2549 
4346 -6516.4624 -6516.4624 0.0 -1667.9998 
4347 -6516.4626 -6516.4626 0.0 -1667.9675 
4348 -6516.4627 -6516.4627 0.0 -1667.9634 
4349 -6513.765 -6513.765 0.0 -1773.6671 
4350 -6516.5655 -6516.5655 0.0 -1672.623 
4351 -6516.5422 -6516.5422 0.0 -1677.0214 
4352 -6516.5651 -6516.5651 0.0 -1672.9951 
4353 -6516.5655 -6516.5655 0.0 -1672.6604 
4354 -6516.5654 -6516.5654 0.0 -1672.6924 
4355 -6516.5655 -6516.5655 0.0 -1672.6637 
4356 -6516.5655 -6516.5655 0.0 -1672.6604 
4357 -6512.7256 -6512.7256 0.0 -1669.2342 
4358 -6516.6522 -6516.6522 0.0 -1661.9468 
4359 -6516.6144 -6516.6144 0.0 -1656.282 
4360 -6516.6514 -6516.6514 0.0 -1661.3051 
4361 -6516.6523 -6516.6523 0.0 -1661.8841 
4362 -6516.6523 -6516.6523 0.0 -1661.8917 
4363 -6516.6524 -6516.6524 0.0 -1661.8986 
4364 -6516.6524 -6516.6524 0.0 -1661.9037 
4365 -6516.6524 -6516.6524 0.0 -1661.8986 
4366 -6509.499 -6509.499 0.0 -1811.4611 
4367 -6516.7371 -6516.7371 0.0 -1667.6126 
4368 -6516.7357 -6516.7357 0.0 -1666.9307 
4369 -6516.7372 -6516.7372 0.0 -1667.5223 
4370 -6516.7372 -6516.7372 0.0 -1667.4646 
4371 -6516.7372 -6516.7372 0.0 -1667.4127 
4372 -6512.6009 -6512.6009 0.0 -1789.5585 
4373 -6516.8667 -6516.8667 0.0 -1672.8899 
4374 -6516.825 -6516.825 0.0 -1678.0142 
4375 -6516.8667 -6516.8667 0.0 -1673.3432 
4376 -6516.8663 -6516.8663 0.0 -1673.0238 
4377 -6516.8667 -6516.8667 0.0 -1672.9041 
4378 -6516.8667 -6516.8667 0.0 -1672.9168 
4379 -6516.8667 -6516.8667 0.0 -1672.9041 
4380 -6509.8654 -6509.8654 0.0 -1658.2891 
4381 -6516.9543 -6516.9543 0.0 -1661.1761 
4382 -6516.8842 -6516.8842 0.0 -1652.7427 
4383 -6516.9538 -6516.9538 0.0 -1660.2539 
4384 -6516.9544 -6516.9544 0.0 -1661.0852 
4385 -6516.9544 -6516.9544 0.0 -1661.0945 
4386 -6516.9544 -6516.9544 0.0 -1661.1029 
4387 -6516.9544 -6516.9544 0.0 -1661.0945 
4388 -6511.8095 -6511.8095 0.0 -1786.1476 
4389 -6517.0685 -6517.0685 0.0 -1664.8033 
4390 -6517.0197 -6517.0197 0.0 -1669.4431 
4391 -6517.0679 -6517.0679 0.0 -1665.1832 
4392 -6517.0685 -6517.0685 0.0 -1664.8427 
4393 -6517.0686 -6517.0686 0.0 -1664.879 
4394 -6517.0686 -6517.0686 0.0 -1664.8756 
4395 -6517.0686 -6517.0686 0.0 -1664.879 
4396 -6510.055 -6510.055 0.0 -1784.6427 
4397 -6517.1668 -6517.1668 0.0 -1666.5865 
4398 -6517.0942 -6517.0942 0.0 -1669.9927 
4399 -6517.1657 -6517.1657 0.0 -1666.8399 
4400 -6517.1668 -6517.1668 0.0 -1666.612 
4401 -6517.1668 -6517.1668 0.0 -1666.6094 
4402 -6517.1668 -6517.1668 0.0 -1666.6071 
4403 -6517.1668 -6517.1668 0.0 -1666.6094 
4404 -6511.59 -6511.59 0.0 -1640.9047 
4405 -6517.2765 -6517.2765 0.0 -1651.4121 
4406 -6517.2209 -6517.2209 0.0 -1642.6792 
4407 -6517.2761 -6517.2761 0.0 -1650.4633 
4408 -6517.2764 -6517.2764 0.0 -1651.3138 
4409 -6517.2765 -6517.2765 0.0 -1651.4025 
4410 -6517.2765 -6517.2765 0.0 -1651.4121 
4411 -6511.0858 -6511.0858 0.0 -1816.7156 
4412 -6517.3854 -6517.3854 0.0 -1658.5837 
4413 -6517.3242 -6517.3242 0.0 -1666.1755 
4414 -6517.3846 -6517.3846 0.0 -1659.2546 
4415 -6517.3855 -6517.3855 0.0 -1658.653 
4416 -6510.709 -6510.709 0.0 -1733.6355 
4417 -6517.4847 -6517.4847 0.0 -1655.5505 
4418 -6517.4165 -6517.4165 0.0 -1655.0095 
4419 -6517.4845 -6517.4845 0.0 -1655.4233 
4420 -6517.4845 -6517.4845 0.0 -1655.5314 
4421 -6517.4847 -6517.4847 0.0 -1655.549 
4422 -6517.4847 -6517.4847 0.0 -1655.5505 
4423 -6512.8116 -6512.8116 0.0 -1676.1849 
4424 -6517.6025 -6517.6025 0.0 -1645.39 
4425 -6517.5574 -6517.5574 0.0 -1641.1337 
4426 -6517.6017 -6517.6017 0.0 -1644.8776 
4427 -6517.6027 -6517.6027 0.0 -1645.3438 
4428 -6517.6025 -6517.6025 0.0 -1645.2922 
4429 -6517.6028 -6517.6028 0.0 -1645.3392 
4430 -6517.6026 -6517.6026 0.0 -1645.3327 
4431 -6517.6028 -6517.6028 0.0 -1645.3392 
4432 -6511.5228 -6511.5228 0.0 -1822.9383 
4433 -6517.6895 -6517.6895 0.0 -1654.7289 
4434 -6517.6275 -6517.6275 0.0 -1664.3793 
4435 -6517.6891 -6517.6891 0.0 -1655.6266 
4436 -6517.6896 -6517.6896 0.0 -1654.8189 
4437 -6517.6896 -6517.6896 0.0 -1654.81 
4438 -6517.6896 -6517.6896 0.0 -1654.802 
4439 -6517.6896 -6517.6896 0.0 -1654.81 
4440 -6514.3851 -6514.3851 0.0 -1701.6379 
4441 -6517.8102 -6517.8102 0.0 -1650.3004 
4442 -6517.7771 -6517.7771 0.0 -1649.7275 
4443 -6517.8105 -6517.8105 0.0 -1650.197 
4444 -6517.8103 -6517.8103 0.0 -1650.2256 
4445 -6517.8105 -6517.8105 0.0 -1650.197 
4446 -6512.972 -6512.972 0.0 -1688.799 
4447 -6517.8891 -6517.8891 0.0 -1645.854 
4448 -6517.8396 -6517.8396 0.0 -1644.0209 
4449 -6517.8889 -6517.8889 0.0 -1645.6156 
4450 -6517.8892 -6517.8892 0.0 -1645.8314 
4451 -6517.8892 -6517.8892 0.0 -1645.8339 
4452 -6517.8892 -6517.8892 0.0 -1645.8314 
4453 -6514.9259 -6514.9259 0.0 -1760.3159 
4454 -6517.9996 -6517.9996 0.0 -1653.426 
4455 -6517.9701 -6517.9701 0.0 -1659.0703 
4456 -6517.9998 -6517.9998 0.0 -1653.9493 
4457 -6517.9999 -6517.9999 0.0 -1653.7743 
4458 -6517.9999 -6517.9999 0.0 -1653.7012 
4459 -6517.9997 -6517.9997 0.0 -1653.6615 
4460 -6517.9999 -6517.9999 0.0 -1653.7012 
4461 -6513.7563 -6513.7563 0.0 -1684.8516 
4462 -6518.0984 -6518.0984 0.0 -1648.7674 
4463 -6518.0539 -6518.0539 0.0 -1646.9633 
4464 -6518.098 -6518.098 0.0 -1648.5365 
4465 -6518.0984 -6518.0984 0.0 -1648.7437 
4466 -6518.0984 -6518.0984 0.0 -1648.7635 
4467 -6518.0984 -6518.0984 0.0 -1648.7674 
4468 -6514.6961 -6514.6961 0.0 -1665.9042 
4469 -6518.2073 -6518.2073 0.0 -1641.4292 
4470 -6518.1725 -6518.1725 0.0 -1638.8833 
4471 -6518.2072 -6518.2072 0.0 -1641.1294 
4472 -6518.2073 -6518.2073 0.0 -1641.3958 
4473 -6518.2073 -6518.2073 0.0 -1641.4242 
4474 -6518.2073 -6518.2073 0.0 -1641.4292 
4475 -6513.8611 -6513.8611 0.0 -1824.8996 
4476 -6518.3287 -6518.3287 0.0 -1657.8884 
4477 -6518.2867 -6518.2867 0.0 -1669.4447 
4478 -6518.3281 -6518.3281 0.0 -1658.9848 
4479 -6518.3287 -6518.3287 0.0 -1657.998 
4480 -6518.3287 -6518.3287 0.0 -1658.0967 
4481 -6518.3287 -6518.3287 0.0 -1658.0091 
4482 -6513.9232 -6513.9232 0.0 -1685.3851 
4483 -6518.446 -6518.446 0.0 -1652.4449 
4484 -6515.1176 -6515.1176 0.0 -1740.2222 
4485 -6518.5839 -6518.5839 0.0 -1656.2071 
4486 -6518.5493 -6518.5493 0.0 -1659.6947 
4487 -6518.5839 -6518.5839 0.0 -1656.5138 
4488 -6518.5843 -6518.5843 0.0 -1656.3231 
4489 -6518.5842 -6518.5842 0.0 -1656.3099 
4490 -6518.5843 -6518.5843 0.0 -1656.3231 
4491 -6513.5775 -6513.5775 0.0 -1815.7125 
4492 -6518.6813 -6518.6813 0.0 -1667.0947 
4493 -6518.6292 -6518.6292 0.0 -1676.3405 
4494 -6518.6801 -6518.6801 0.0 -1667.9517 
4495 -6518.6813 -6518.6813 0.0 -1667.1812 
4496 -6514.5001 -6514.5001 0.0 -1682.3812 
4497 -6518.7918 -6518.7918 0.0 -1659.6115 
4498 -6518.7509 -6518.7509 0.0 -1656.5204 
4499 -6518.7913 -6518.7913 0.0 -1659.2432 
4500 -6518.7915 -6518.7915 0.0 -1659.5685 
4501 -6518.7918 -6518.7918 0.0 -1659.6078 
4502 -6518.7918 -6518.7918 0.0 -1659.6045 
4503 -6518.7918 -6518.7918 0.0 -1659.6078 
4504 -6514.7065 -6514.7065 0.0 -1765.2577 
4505 -6518.9079 -6518.9079 0.0 -1664.7539 
4506 -6518.8661 -6518.8661 0.0 -1669.4332 
4507 -6518.9072 -6518.9072 0.0 -1665.1636 
4508 -6518.9078 -6518.9078 0.0 -1664.7936 
4509 -6518.9079 -6518.9079 0.0 -1664.758 
4510 -6518.9079 -6518.9079 0.0 -1664.7539 
4511 -6513.6109 -6513.6109 0.0 -1798.6515 
4512 -6519.0009 -6519.0009 0.0 -1671.6185 
4513 -6518.9492 -6518.9492 0.0 -1678.4021 
4514 -6519.0011 -6519.0011 0.0 -1672.2486 
4515 -6519.0012 -6519.0012 0.0 -1671.9883 
4516 -6519.0013 -6519.0013 0.0 -1671.8963 
4517 -6519.0011 -6519.0011 0.0 -1671.8531 
4518 -6519.0013 -6519.0013 0.0 -1671.8963 
4519 -6515.7728 -6515.7728 0.0 -1699.2713 
4520 -6519.1229 -6519.1229 0.0 -1665.8574 
4521 -6519.094 -6519.094 0.0 -1664.3484 
4522 -6519.123 -6519.123 0.0 -1665.6556 
4523 -6519.1228 -6519.1228 0.0 -1665.7448 
4524 -6519.123 -6519.123 0.0 -1665.6556 
4525 -6514.738 -6514.738 0.0 -1806.7817 
4526 -6519.2162 -6519.2162 0.0 -1674.7887 
4527 -6519.1734 -6519.1734 0.0 -1682.6566 
4528 -6519.2155 -6519.2155 0.0 -1675.5108 
4529 -6519.2162 -6519.2162 0.0 -1674.86 
4530 -6519.2163 -6519.2163 0.0 -1674.7959 
4531 -6519.2163 -6519.2163 0.0 -1674.8025 
4532 -6519.2163 -6519.2163 0.0 -1674.7959 
4533 -6515.3198 -6515.3198 0.0 -1765.3838 
4534 -6519.3207 -6519.3207 0.0 -1678.6379 
4535 -6519.2808 -6519.2808 0.0 -1682.4067 
4536 -6519.3191 -6519.3191 0.0 -1678.9412 
4537 -6519.3202 -6519.3202 0.0 -1678.6597 
4538 -6519.3207 -6519.3207 0.0 -1678.6411 
4539 -6519.3207 -6519.3207 0.0 -1678.644 
4540 -6519.3207 -6519.3207 0.0 -1678.6467 
4541 -6519.3207 -6519.3207 0.0 -1678.644 
4542 -6515.73 -6515.73 0.0 -1738.3823 
4543 -6519.4521 -6519.4521 0.0 -1678.641 
4544 -6519.4137 -6519.4137 0.0 -1680.0605 
4545 -6519.451 -6519.451 0.0 -1678.7264 
4546 -6519.452 -6519.452 0.0 -1678.6483 
4547 -6515.9612 -6515.9612 0.0 -1768.5746 
4548 -6519.5718 -6519.5718 0.0 -1684.0777 
4549 -6519.5374 -6519.5374 0.0 -1688.3909 
4550 -6519.5722 -6519.5722 0.0 -1684.4796 
4551 -6519.5723 -6519.5723 0.0 -1684.3564 
4552 -6519.5723 -6519.5723 0.0 -1684.3059 
