# step Etot Epot T p 
1407 -6373.7695 -6373.7695 0.0 -1658.306 
1408 -6389.4097 -6389.4097 0.0 -1436.4045 
1409 -6389.4044 -6389.4044 0.0 -1433.2605 
1410 -6389.4096 -6389.4096 0.0 -1436.0883 
1411 -6389.4097 -6389.4097 0.0 -1436.3522 
1412 -6389.4097 -6389.4097 0.0 -1436.4045 
1413 -6380.7843 -6380.7843 0.0 -612.4194 
1414 -6390.0407 -6390.0407 0.0 -1254.8524 
1415 -6390.0358 -6390.0358 0.0 -1272.7768 
1416 -6390.0409 -6390.0409 0.0 -1256.6442 
1417 -6390.0408 -6390.0408 0.0 -1256.4193 
1418 -6390.0409 -6390.0409 0.0 -1256.6442 
1419 -6370.8091 -6370.8091 0.0 -2350.7306 
1420 -6390.7563 -6390.7563 0.0 -1419.3888 
1421 -6390.5634 -6390.5634 0.0 -1507.3677 
1422 -6390.7551 -6390.7551 0.0 -1428.1404 
1423 -6390.7566 -6390.7566 0.0 -1420.7988 
1424 -6390.7565 -6390.7565 0.0 -1420.656 
1425 -6390.7566 -6390.7566 0.0 -1420.7988 
1426 -6367.8351 -6367.8351 0.0 -1225.6403 
1427 -6391.1078 -6391.1078 0.0 -1392.4236 
1428 -6391.1044 -6391.1044 0.0 -1395.1806 
1429 -6391.1078 -6391.1078 0.0 -1392.699 
1430 -6383.366 -6383.366 0.0 -763.6103 
1431 -6391.5819 -6391.5819 0.0 -1263.2954 
1432 -6387.739 -6387.739 0.0 -1879.3077 
1433 -6392.2163 -6392.2163 0.0 -1423.8487 
1434 -6392.1724 -6392.1724 0.0 -1467.5776 
1435 -6392.216 -6392.216 0.0 -1428.2039 
1436 -6392.2162 -6392.2162 0.0 -1424.4384 
1437 -6392.2163 -6392.2163 0.0 -1423.8487 
1438 -6389.1022 -6389.1022 0.0 -1219.3853 
1439 -6392.7862 -6392.7862 0.0 -1359.9231 
1440 -6392.0955 -6392.0955 0.0 -1230.1486 
1441 -6393.5331 -6393.5331 0.0 -1299.8689 
1442 -6393.5185 -6393.5185 0.0 -1292.1688 
1443 -6393.5328 -6393.5328 0.0 -1299.0897 
1444 -6393.5331 -6393.5331 0.0 -1299.7913 
1445 -6393.5331 -6393.5331 0.0 -1299.7202 
1446 -6394.1987 -6394.1987 0.0 -1663.949 
1447 -6389.3278 -6389.3278 0.0 -2066.4751 
1448 -6394.5746 -6394.5746 0.0 -1522.3499 
1449 -6394.5723 -6394.5723 0.0 -1536.2811 
1450 -6394.5746 -6394.5746 0.0 -1524.0895 
1451 -6394.5747 -6394.5747 0.0 -1523.7065 
1452 -6395.3802 -6395.3802 0.0 -1301.8497 
1453 -6391.4652 -6391.4652 0.0 -1116.7366 
1454 -6395.6303 -6395.6303 0.0 -1370.3333 
1455 -6395.6282 -6395.6282 0.0 -1363.3164 
1456 -6395.6305 -6395.6305 0.0 -1369.6342 
1457 -6395.6305 -6395.6305 0.0 -1369.7045 
1458 -6395.6305 -6395.6305 0.0 -1369.7678 
1459 -6395.6305 -6395.6305 0.0 -1369.7045 
1460 -6396.1995 -6396.1995 0.0 -1317.5525 
1461 -6391.7777 -6391.7777 0.0 -1300.0012 
1462 -6396.5517 -6396.5517 0.0 -1333.422 
1463 -6396.549 -6396.549 0.0 -1331.6153 
1464 -6396.5518 -6396.5518 0.0 -1333.2055 
1465 -6396.0375 -6396.0375 0.0 -1580.8345 
1466 -6397.1462 -6397.1462 0.0 -1433.2813 
1467 -6397.1363 -6397.1363 0.0 -1447.488 
1468 -6397.146 -6397.146 0.0 -1434.6922 
1469 -6397.1462 -6397.1462 0.0 -1433.4226 
1470 -6395.2646 -6395.2646 0.0 -997.043 
1471 -6397.5294 -6397.5294 0.0 -1302.2601 
1472 -6397.01 -6397.01 0.0 -1406.2195 
1473 -6398.0406 -6398.0406 0.0 -1340.6837 
1474 -6398.0314 -6398.0314 0.0 -1346.6718 
1475 -6398.0407 -6398.0407 0.0 -1341.2789 
1476 -6398.0405 -6398.0405 0.0 -1341.1032 
1477 -6398.0407 -6398.0407 0.0 -1341.2789 
1478 -6397.6981 -6397.6981 0.0 -1516.8779 
1479 -6398.6793 -6398.6793 0.0 -1414.9172 
1480 -6398.6697 -6398.6697 0.0 -1424.5838 
1481 -6398.6792 -6398.6792 0.0 -1415.8787 
1482 -6398.6793 -6398.6793 0.0 -1415.0298 
1483 -6398.6793 -6398.6793 0.0 -1414.9172 
1484 -6397.4559 -6397.4559 0.0 -1132.7863 
1485 -6399.1862 -6399.1862 0.0 -1311.0451 
1486 -6399.1703 -6399.1703 0.0 -1292.4506 
1487 -6399.1868 -6399.1868 0.0 -1309.1897 
1488 -6399.1868 -6399.1868 0.0 -1309.5267 
1489 -6399.1866 -6399.1866 0.0 -1309.7179 
1490 -6399.1868 -6399.1868 0.0 -1309.5267 
1491 -6397.8168 -6397.8168 0.0 -1530.5378 
1492 -6399.6876 -6399.6876 0.0 -1379.6135 
1493 -6399.671 -6399.671 0.0 -1393.8272 
1494 -6399.6877 -6399.6877 0.0 -1381.0286 
1495 -6399.6876 -6399.6876 0.0 -1380.6081 
1496 -6399.6877 -6399.6877 0.0 -1381.0286 
1497 -6398.6859 -6398.6859 0.0 -1479.4455 
1498 -6400.2866 -6400.2866 0.0 -1412.0664 
1499 -6400.2701 -6400.2701 0.0 -1417.8595 
1500 -6400.2863 -6400.2863 0.0 -1412.6338 
1501 -6400.2866 -6400.2866 0.0 -1412.1223 
1502 -6400.2866 -6400.2866 0.0 -1412.0664 
1503 -6399.8058 -6399.8058 0.0 -1133.0493 
1504 -6400.9666 -6400.9666 0.0 -1284.5073 
1505 -6400.9553 -6400.9553 0.0 -1268.5814 
1506 -6400.9666 -6400.9666 0.0 -1282.9076 
1507 -6400.9665 -6400.9665 0.0 -1284.0524 
1508 -6400.3198 -6400.3198 0.0 -1508.687 
1509 -6401.5885 -6401.5885 0.0 -1369.9905 
1510 -6401.5763 -6401.5763 0.0 -1383.0209 
1511 -6401.5882 -6401.5882 0.0 -1371.2802 
1512 -6401.5885 -6401.5885 0.0 -1370.1199 
1513 -6401.5884 -6401.5884 0.0 -1370.234 
1514 -6400.0138 -6400.0138 0.0 -1360.5995 
1515 -6402.0636 -6402.0636 0.0 -1360.9018 
1516 -6402.0586 -6402.0586 0.0 -1361.5592 
1517 -6402.0635 -6402.0635 0.0 -1360.9634 
1518 -6402.0636 -6402.0636 0.0 -1360.9082 
1519 -6402.0636 -6402.0636 0.0 -1360.9018 
1520 -6400.6709 -6400.6709 0.0 -1153.0345 
1521 -6402.5344 -6402.5344 0.0 -1285.397 
1522 -6401.8946 -6401.8946 0.0 -1594.7899 
1523 -6403.1007 -6403.1007 0.0 -1404.2822 
1524 -6403.09 -6403.09 0.0 -1422.4646 
1525 -6403.1003 -6403.1003 0.0 -1406.0835 
1526 -6403.1006 -6403.1006 0.0 -1404.4629 
1527 -6403.1007 -6403.1007 0.0 -1404.2822 
1528 -6402.4437 -6402.4437 0.0 -1334.8417 
1529 -6403.6558 -6403.6558 0.0 -1369.8659 
1530 -6402.3347 -6402.3347 0.0 -1224.1785 
1531 -6404.1059 -6404.1059 0.0 -1314.8564 
1532 -6404.0915 -6404.0915 0.0 -1304.6883 
1533 -6404.1064 -6404.1064 0.0 -1313.8361 
1534 -6404.1062 -6404.1062 0.0 -1313.9767 
1535 -6404.1064 -6404.1064 0.0 -1313.8361 
1536 -6402.4837 -6402.4837 0.0 -1628.8781 
1537 -6404.5098 -6404.5098 0.0 -1404.6196 
1538 -6404.4912 -6404.4912 0.0 -1425.7708 
1539 -6404.5099 -6404.5099 0.0 -1406.7261 
1540 -6404.5103 -6404.5103 0.0 -1406.0522 
1541 -6404.51 -6404.51 0.0 -1405.9052 
1542 -6404.5103 -6404.5103 0.0 -1406.0522 
1543 -6402.6302 -6402.6302 0.0 -1178.2523 
1544 -6404.8857 -6404.8857 0.0 -1333.6966 
1545 -6404.8637 -6404.8637 0.0 -1316.7462 
1546 -6404.8854 -6404.8854 0.0 -1331.984 
1547 -6404.8857 -6404.8857 0.0 -1333.5255 
1548 -6402.8338 -6402.8338 0.0 -1284.3762 
1549 -6405.2493 -6405.2493 0.0 -1312.9994 
1550 -6405.2274 -6405.2274 0.0 -1308.5855 
1551 -6405.2491 -6405.2491 0.0 -1312.5393 
1552 -6405.2493 -6405.2493 0.0 -1312.92 
1553 -6403.4739 -6403.4739 0.0 -1637.6856 
1554 -6405.6314 -6405.6314 0.0 -1401.8447 
1555 -6405.6094 -6405.6094 0.0 -1423.8595 
1556 -6405.6313 -6405.6313 0.0 -1404.0345 
1557 -6405.6315 -6405.6315 0.0 -1402.107 
1558 -6405.6315 -6405.6315 0.0 -1402.081 
1559 -6405.6314 -6405.6314 0.0 -1402.0552 
1560 -6405.6315 -6405.6315 0.0 -1402.081 
1561 -6403.2751 -6403.2751 0.0 -1149.0069 
1562 -6405.9611 -6405.9611 0.0 -1328.9634 
1563 -6403.1563 -6403.1563 0.0 -1447.5553 
1564 -6406.2674 -6406.2674 0.0 -1349.9587 
1565 -6406.2378 -6406.2378 0.0 -1357.6362 
1566 -6406.2672 -6406.2672 0.0 -1350.7039 
1567 -6406.2673 -6406.2673 0.0 -1350.0667 
1568 -6406.2674 -6406.2674 0.0 -1349.9587 
1569 -6404.5535 -6404.5535 0.0 -1625.6268 
1570 -6406.6523 -6406.6523 0.0 -1423.9191 
1571 -6406.6331 -6406.6331 0.0 -1442.3143 
1572 -6406.6524 -6406.6524 0.0 -1425.7425 
1573 -6406.6525 -6406.6525 0.0 -1424.9518 
1574 -6406.6525 -6406.6525 0.0 -1424.7445 
1575 -6406.6523 -6406.6523 0.0 -1424.6333 
1576 -6406.6525 -6406.6525 0.0 -1424.7445 
1577 -6405.5848 -6405.5848 0.0 -1165.7946 
1578 -6407.0755 -6407.0755 0.0 -1326.3625 
1579 -6407.0614 -6407.0614 0.0 -1308.831 
1580 -6407.0751 -6407.0751 0.0 -1324.5883 
1581 -6407.0755 -6407.0755 0.0 -1326.1843 
1582 -6407.0755 -6407.0755 0.0 -1326.3625 
1583 -6405.1468 -6405.1468 0.0 -1498.5438 
1584 -6407.3863 -6407.3863 0.0 -1365.947 
1585 -6406.2037 -6406.2037 0.0 -1483.0253 
1586 -6407.7247 -6407.7247 0.0 -1396.6465 
1587 -6407.7114 -6407.7114 0.0 -1404.0227 
1588 -6407.725 -6407.725 0.0 -1397.376 
1589 -6407.725 -6407.725 0.0 -1397.1932 
1590 -6407.7249 -6407.7249 0.0 -1397.0955 
1591 -6407.725 -6407.725 0.0 -1397.1932 
1592 -6407.3216 -6407.3216 0.0 -1204.6923 
1593 -6408.1331 -6408.1331 0.0 -1310.4005 
1594 -6407.2403 -6407.2403 0.0 -1526.6554 
1595 -6408.4526 -6408.4526 0.0 -1377.8415 
1596 -6408.4397 -6408.4397 0.0 -1391.6584 
1597 -6408.4523 -6408.4523 0.0 -1379.2113 
1598 -6408.4525 -6408.4525 0.0 -1377.9775 
1599 -6408.4526 -6408.4526 0.0 -1377.8415 
1600 -6407.8841 -6407.8841 0.0 -1436.5504 
1601 -6408.7877 -6408.7877 0.0 -1394.4188 
1602 -6408.7785 -6408.7785 0.0 -1397.7893 
1603 -6408.788 -6408.788 0.0 -1394.7556 
1604 -6408.788 -6408.788 0.0 -1394.6999 
1605 -6408.788 -6408.788 0.0 -1394.6669 
1606 -6408.788 -6408.788 0.0 -1394.6427 
1607 -6408.788 -6408.788 0.0 -1394.6669 
1608 -6408.6395 -6408.6395 0.0 -1287.048 
1609 -6409.1694 -6409.1694 0.0 -1339.9167 
1610 -6409.1649 -6409.1649 0.0 -1334.0731 
1611 -6409.1694 -6409.1694 0.0 -1339.3271 
1612 -6409.1696 -6409.1696 0.0 -1339.5184 
1613 -6409.1696 -6409.1696 0.0 -1339.5587 
1614 -6409.1696 -6409.1696 0.0 -1339.595 
1615 -6409.1696 -6409.1696 0.0 -1339.5587 
1616 -6408.9203 -6408.9203 0.0 -1533.1361 
1617 -6409.5115 -6409.5115 0.0 -1418.1854 
1618 -6409.506 -6409.506 0.0 -1429.0899 
1619 -6409.5119 -6409.5119 0.0 -1419.2765 
1620 -6409.5118 -6409.5118 0.0 -1419.1363 
1621 -6409.5119 -6409.5119 0.0 -1419.2765 
1622 -6409.8002 -6409.8002 0.0 -1383.183 
1623 -6407.573 -6407.573 0.0 -1383.637 
1624 -6409.9779 -6409.9779 0.0 -1392.649 
1625 -6409.9764 -6409.9764 0.0 -1391.4588 
1626 -6409.9781 -6409.9781 0.0 -1392.531 
1627 -6409.9781 -6409.9781 0.0 -1392.5431 
1628 -6409.9781 -6409.9781 0.0 -1392.554 
1629 -6409.9781 -6409.9781 0.0 -1392.5639 
1630 -6409.9781 -6409.9781 0.0 -1392.554 
1631 -6410.2848 -6410.2848 0.0 -1312.1535 
1632 -6408.1689 -6408.1689 0.0 -1267.1127 
1633 -6410.4465 -6410.4465 0.0 -1337.8141 
1634 -6410.4449 -6410.4449 0.0 -1335.0239 
1635 -6410.4468 -6410.4468 0.0 -1337.539 
1636 -6410.4467 -6410.4467 0.0 -1337.5647 
1637 -6410.4468 -6410.4468 0.0 -1337.539 
1638 -6410.3819 -6410.3819 0.0 -1487.8731 
1639 -6410.7911 -6410.7911 0.0 -1405.0139 
1640 -6410.7883 -6410.7883 0.0 -1412.889 
1641 -6410.7914 -6410.7914 0.0 -1405.8006 
1642 -6410.7914 -6410.7914 0.0 -1405.7194 
1643 -6410.7913 -6410.7913 0.0 -1405.6483 
1644 -6410.7914 -6410.7914 0.0 -1405.7194 
1645 -6411.0775 -6411.0775 0.0 -1357.8182 
1646 -6409.0855 -6409.0855 0.0 -1342.9022 
1647 -6411.2302 -6411.2302 0.0 -1371.7493 
1648 -6411.2292 -6411.2292 0.0 -1370.162 
1649 -6411.2304 -6411.2304 0.0 -1371.5146 
1650 -6411.5712 -6411.5712 0.0 -1357.083 
1651 -6409.7192 -6409.7192 0.0 -1375.8781 
1652 -6411.6881 -6411.6881 0.0 -1358.1116 
1653 -6411.6868 -6411.6868 0.0 -1357.8198 
1654 -6411.6884 -6411.6884 0.0 -1358.0882 
1655 -6411.6205 -6411.6205 0.0 -1495.7705 
1656 -6412.0264 -6412.0264 0.0 -1419.3346 
1657 -6412.1126 -6412.1126 0.0 -1334.024 
1658 -6409.3449 -6409.3449 0.0 -1284.9382 
1659 -6412.4088 -6412.4088 0.0 -1369.4146 
1660 -6412.4061 -6412.4061 0.0 -1365.5084 
1661 -6412.4088 -6412.4088 0.0 -1369.0195 
1662 -6412.4087 -6412.4087 0.0 -1369.2973 
1663 -6412.4088 -6412.4088 0.0 -1369.4146 
1664 -6412.4159 -6412.4159 0.0 -1375.4625 
1665 -6409.3056 -6409.3056 0.0 -1423.8393 
1666 -6412.7899 -6412.7899 0.0 -1367.0972 
1667 -6412.787 -6412.787 0.0 -1367.4694 
1668 -6412.7901 -6412.7901 0.0 -1367.1335 
1669 -6412.7899 -6412.7899 0.0 -1367.1256 
1670 -6412.7901 -6412.7901 0.0 -1367.1335 
1671 -6412.4727 -6412.4727 0.0 -1462.325 
1672 -6413.1205 -6413.1205 0.0 -1400.6886 
1673 -6413.1128 -6413.1128 0.0 -1406.0545 
1674 -6413.1197 -6413.1197 0.0 -1401.2059 
1675 -6413.1205 -6413.1205 0.0 -1400.7418 
1676 -6413.1205 -6413.1205 0.0 -1400.7897 
1677 -6413.1205 -6413.1205 0.0 -1400.7418 
1678 -6413.1048 -6413.1048 0.0 -1290.1223 
1679 -6413.5041 -6413.5041 0.0 -1339.7485 
1680 -6413.501 -6413.501 0.0 -1334.2253 
1681 -6413.5044 -6413.5044 0.0 -1339.1952 
1682 -6413.5044 -6413.5044 0.0 -1339.2511 
1683 -6413.5044 -6413.5044 0.0 -1339.3014 
1684 -6413.5044 -6413.5044 0.0 -1339.2511 
1685 -6413.4314 -6413.4314 0.0 -1394.8249 
1686 -6413.8655 -6413.8655 0.0 -1359.6366 
1687 -6413.8613 -6413.8613 0.0 -1357.0858 
1688 -6413.865 -6413.865 0.0 -1359.3695 
1689 -6413.8655 -6413.8655 0.0 -1359.6106 
1690 -6413.8655 -6413.8655 0.0 -1359.6366 
1691 -6413.6253 -6413.6253 0.0 -1440.6339 
1692 -6414.1951 -6414.1951 0.0 -1388.4704 
1693 -6414.189 -6414.189 0.0 -1392.9469 
1694 -6414.195 -6414.195 0.0 -1388.9119 
1695 -6414.1951 -6414.1951 0.0 -1388.5398 
1696 -6414.3489 -6414.3489 0.0 -1314.3235 
1697 -6411.5948 -6411.5948 0.0 -1290.4324 
1698 -6414.6266 -6414.6266 0.0 -1341.1757 
1699 -6414.6248 -6414.6248 0.0 -1338.0555 
1700 -6414.6266 -6414.6266 0.0 -1340.8448 
1701 -6414.6266 -6414.6266 0.0 -1340.9274 
1702 -6414.2223 -6414.2223 0.0 -1443.9088 
1703 -6414.9428 -6414.9428 0.0 -1375.3944 
1704 -6414.9346 -6414.9346 0.0 -1381.3315 
1705 -6414.943 -6414.943 0.0 -1375.9876 
1706 -6414.943 -6414.943 0.0 -1375.8932 
1707 -6414.943 -6414.943 0.0 -1375.8401 
1708 -6414.943 -6414.943 0.0 -1375.8932 
1709 -6414.3346 -6414.3346 0.0 -1381.3912 
1710 -6415.2287 -6415.2287 0.0 -1371.2876 
1711 -6415.2211 -6415.2211 0.0 -1371.2727 
1712 -6415.2288 -6415.2288 0.0 -1371.2753 
1713 -6415.2285 -6415.2285 0.0 -1371.2746 
1714 -6415.2288 -6415.2288 0.0 -1371.2753 
1715 -6415.0155 -6415.0155 0.0 -1288.7695 
1716 -6415.5805 -6415.5805 0.0 -1328.0525 
1717 -6414.9812 -6414.9812 0.0 -1421.1228 
1718 -6415.8735 -6415.8735 0.0 -1355.1836 
1719 -6415.8704 -6415.8704 0.0 -1352.1183 
1720 -6415.8733 -6415.8733 0.0 -1354.8695 
1721 -6415.8735 -6415.8735 0.0 -1355.1527 
1722 -6415.8735 -6415.8735 0.0 -1355.1836 
1723 -6415.7764 -6415.7764 0.0 -1353.5576 
1724 -6416.2535 -6416.2535 0.0 -1347.276 
1725 -6416.2481 -6416.2481 0.0 -1347.1623 
1726 -6416.2538 -6416.2538 0.0 -1347.2651 
1727 -6416.2538 -6416.2538 0.0 -1347.2667 
1728 -6416.2538 -6416.2538 0.0 -1347.2651 
1729 -6416.158 -6416.158 0.0 -1322.8508 
1730 -6416.6312 -6416.6312 0.0 -1328.1223 
1731 -6416.6265 -6416.6265 0.0 -1326.8238 
1732 -6416.6308 -6416.6308 0.0 -1327.9791 
1733 -6416.6312 -6416.6312 0.0 -1328.1085 
1734 -6416.6312 -6416.6312 0.0 -1328.1223 
1735 -6416.4446 -6416.4446 0.0 -1439.4047 
1736 -6417.0 -6417.0 0.0 -1370.1468 
1737 -6416.9958 -6416.9958 0.0 -1376.2215 
1738 -6417.0001 -6417.0001 0.0 -1370.7478 
1739 -6417.0002 -6417.0002 0.0 -1370.6478 
1740 -6417.0001 -6417.0001 0.0 -1370.5906 
1741 -6417.0002 -6417.0002 0.0 -1370.6478 
1742 -6417.2102 -6417.2102 0.0 -1367.5181 
1743 -6414.3502 -6414.3502 0.0 -1430.1459 
1744 -6417.4722 -6417.4722 0.0 -1360.6946 
1745 -6417.4714 -6417.4714 0.0 -1360.852 
1746 -6417.4724 -6417.4724 0.0 -1360.7157 
1747 -6417.4723 -6417.4723 0.0 -1360.7101 
1748 -6417.4724 -6417.4724 0.0 -1360.7157 
1749 -6416.9652 -6416.9652 0.0 -1315.604 
1750 -6417.8029 -6417.8029 0.0 -1334.6215 
1751 -6417.794 -6417.794 0.0 -1331.4515 
1752 -6417.8028 -6417.8028 0.0 -1334.2927 
1753 -6417.8029 -6417.8029 0.0 -1334.5793 
1754 -6417.8029 -6417.8029 0.0 -1334.5507 
1755 -6417.8029 -6417.8029 0.0 -1334.5793 
1756 -6417.7439 -6417.7439 0.0 -1399.6003 
1757 -6418.2179 -6418.2179 0.0 -1356.549 
1758 -6418.2126 -6418.2126 0.0 -1359.9212 
1759 -6418.218 -6418.218 0.0 -1356.8813 
1760 -6380.1077 -6380.1077 0.0 -988.7906 
1761 -6418.3143 -6418.3143 0.0 -1313.9997 
1762 -6418.3797 -6418.3797 0.0 -1330.5129 
1763 -6418.3792 -6418.3792 0.0 -1328.8548 
1764 -6418.3797 -6418.3797 0.0 -1330.3468 
1765 -6418.3797 -6418.3797 0.0 -1330.3974 
1766 -6418.3797 -6418.3797 0.0 -1330.3468 
1767 -6414.9954 -6414.9954 0.0 -1088.734 
1768 -6419.3719 -6419.3719 0.0 -1234.1864 
1769 -6419.3333 -6419.3333 0.0 -1216.0994 
1770 -6419.3718 -6419.3718 0.0 -1232.339 
1771 -6419.3721 -6419.3721 0.0 -1233.4383 
1772 -6419.3721 -6419.3721 0.0 -1233.2913 
1773 -6419.3721 -6419.3721 0.0 -1233.1963 
1774 -6307.246 -6307.246 0.0 -3421.9608 
1775 -6419.6204 -6419.6204 0.0 -1428.3512 
1776 -6419.8269 -6419.8269 0.0 -1349.136 
1777 -6362.9343 -6362.9343 0.0 -1583.9407 
1778 -6420.1592 -6420.1592 0.0 -1355.7806 
1779 -6420.2018 -6420.2018 0.0 -1353.7674 
1780 -6380.2145 -6380.2145 0.0 -900.1648 
1781 -6420.295 -6420.295 0.0 -1299.1708 
1782 -6420.3661 -6420.3661 0.0 -1320.6161 
1783 -6414.9942 -6414.9942 0.0 -1550.741 
1784 -6420.9546 -6420.9546 0.0 -1361.2301 
1785 -6342.006 -6342.006 0.0 -1132.3783 
1786 -6421.2299 -6421.2299 0.0 -1323.4155 
1787 -6421.3402 -6421.3402 0.0 -1336.217 
1788 -6377.9162 -6377.9162 0.0 -1174.4573 
1789 -6421.2615 -6421.2615 0.0 -1311.7072 
1790 -6421.4222 -6421.4222 0.0 -1325.769 
1791 -6421.4214 -6421.4214 0.0 -1326.7993 
1792 -6421.4222 -6421.4222 0.0 -1325.8719 
1793 -6421.4222 -6421.4222 0.0 -1325.827 
1794 -6421.4222 -6421.4222 0.0 -1325.8212 
1795 -6421.4222 -6421.4222 0.0 -1325.827 
1796 -6394.605 -6394.605 0.0 -1663.6644 
1797 -6421.6309 -6421.6309 0.0 -1347.8152 
1798 -6421.6411 -6421.6411 0.0 -1343.7669 
1799 -6402.6967 -6402.6967 0.0 -1340.0588 
1800 -6421.873 -6421.873 0.0 -1335.1811 
1801 -6421.8709 -6421.8709 0.0 -1335.9541 
1802 -6421.8729 -6421.8729 0.0 -1335.2556 
1803 -6421.873 -6421.873 0.0 -1335.1811 
1804 -6413.6215 -6413.6215 0.0 -1276.8865 
1805 -6422.1779 -6422.1779 0.0 -1317.8303 
1806 -6422.0909 -6422.0909 0.0 -1309.8743 
1807 -6422.1765 -6422.1765 0.0 -1316.9876 
1808 -6422.1781 -6422.1781 0.0 -1317.7493 
1809 -6422.1781 -6422.1781 0.0 -1317.7577 
1810 -6422.1781 -6422.1781 0.0 -1317.7652 
1811 -6422.1781 -6422.1781 0.0 -1317.7719 
1812 -6422.1781 -6422.1781 0.0 -1317.7652 
1813 -6415.7273 -6415.7273 0.0 -1480.662 
1814 -6422.5877 -6422.5877 0.0 -1341.6755 
1815 -6422.5192 -6422.5192 0.0 -1352.5879 
1816 -6422.5875 -6422.5875 0.0 -1342.7459 
1817 -6422.5879 -6422.5879 0.0 -1341.8561 
1818 -6422.5878 -6422.5878 0.0 -1341.836 
1819 -6422.5879 -6422.5879 0.0 -1341.8561 
1820 -6418.0264 -6418.0264 0.0 -1315.5353 
1821 -6423.0141 -6423.0141 0.0 -1328.1523 
1822 -6422.9621 -6422.9621 0.0 -1324.4563 
1823 -6423.0132 -6423.0132 0.0 -1327.756 
1824 -6423.0139 -6423.0139 0.0 -1328.1085 
1825 -6423.0141 -6423.0141 0.0 -1328.1484 
1826 -6423.0141 -6423.0141 0.0 -1328.1523 
1827 -6420.9409 -6420.9409 0.0 -1324.7385 
1828 -6423.5682 -6423.5682 0.0 -1318.0475 
1829 -6423.5424 -6423.5424 0.0 -1316.9472 
1830 -6423.5685 -6423.5685 0.0 -1317.9302 
1831 -6423.5688 -6423.5688 0.0 -1317.9711 
1832 -6423.5686 -6423.5686 0.0 -1317.9795 
1833 -6423.5688 -6423.5688 0.0 -1317.9711 
1834 -6421.5606 -6421.5606 0.0 -1442.3186 
1835 -6424.0836 -6424.0836 0.0 -1348.1305 
1836 -6416.2166 -6416.2166 0.0 -1230.0828 
1837 -6424.3036 -6424.3036 0.0 -1326.0866 
1838 -6424.2224 -6424.2224 0.0 -1313.5622 
1839 -6424.3025 -6424.3025 0.0 -1324.8005 
1840 -6424.3035 -6424.3035 0.0 -1325.9572 
1841 -6424.3036 -6424.3036 0.0 -1326.0738 
1842 -6414.8629 -6414.8629 0.0 -1358.8485 
1843 -6424.4519 -6424.4519 0.0 -1325.3717 
1844 -6424.3553 -6424.3553 0.0 -1325.5634 
1845 -6424.4507 -6424.4507 0.0 -1325.3558 
1846 -6424.4516 -6424.4516 0.0 -1325.3656 
1847 -6424.4519 -6424.4519 0.0 -1325.3715 
1848 -6424.4519 -6424.4519 0.0 -1325.3717 
1849 -6421.9099 -6421.9099 0.0 -1430.5309 
1850 -6424.7478 -6424.7478 0.0 -1345.0707 
1851 -6424.7207 -6424.7207 0.0 -1351.9717 
1852 -6424.7474 -6424.7474 0.0 -1345.7394 
1853 -6424.7476 -6424.7476 0.0 -1345.133 
1854 -6424.7478 -6424.7478 0.0 -1345.0707 
1855 -6418.6158 -6418.6158 0.0 -1213.5805 
1856 -6425.0188 -6425.0188 0.0 -1316.9938 
1857 -6424.9543 -6424.9543 0.0 -1304.2032 
1858 -6425.0187 -6425.0187 0.0 -1315.702 
1859 -6425.0189 -6425.0189 0.0 -1316.8411 
1860 -6425.0189 -6425.0189 0.0 -1316.8565 
1861 -6425.0189 -6425.0189 0.0 -1316.8703 
1862 -6425.0188 -6425.0188 0.0 -1316.8816 
1863 -6425.0189 -6425.0189 0.0 -1316.8703 
1864 -6416.5693 -6416.5693 0.0 -1354.5886 
1865 -6425.2055 -6425.2055 0.0 -1317.275 
1866 -6425.1196 -6425.1196 0.0 -1318.2918 
1867 -6425.2046 -6425.2046 0.0 -1317.3487 
1868 -6425.2055 -6425.2055 0.0 -1317.2823 
1869 -6425.2055 -6425.2055 0.0 -1317.2777 
1870 -6425.2055 -6425.2055 0.0 -1317.275 
1871 -6421.1243 -6421.1243 0.0 -1469.6321 
1872 -6425.4818 -6425.4818 0.0 -1342.2983 
1873 -6425.4395 -6425.4395 0.0 -1353.0381 
1874 -6425.4816 -6425.4816 0.0 -1343.355 
1875 -6425.4818 -6425.4818 0.0 -1342.4432 
1876 -6425.4818 -6425.4818 0.0 -1342.4168 
1877 -6425.4818 -6425.4818 0.0 -1342.4432 
1878 -6422.8581 -6422.8581 0.0 -1237.9103 
1879 -6425.8524 -6425.8524 0.0 -1308.7802 
1880 -6425.8232 -6425.8232 0.0 -1300.0017 
1881 -6425.8522 -6425.8522 0.0 -1307.886 
1882 -6425.8525 -6425.8525 0.0 -1308.6309 
1883 -6424.3636 -6424.3636 0.0 -1374.2799 
1884 -6426.2723 -6426.2723 0.0 -1323.2174 
1885 -6426.2533 -6426.2533 0.0 -1327.093 
1886 -6426.2721 -6426.2721 0.0 -1323.5925 
1887 -6426.2723 -6426.2723 0.0 -1323.2549 
1888 -6425.471 -6425.471 0.0 -1382.3724 
1889 -6426.7369 -6426.7369 0.0 -1339.1022 
1890 -6426.7246 -6426.7246 0.0 -1342.468 
1891 -6426.737 -6426.737 0.0 -1339.4336 
1892 -6426.7371 -6426.7371 0.0 -1339.3324 
1893 -6426.7371 -6426.7371 0.0 -1339.2983 
